-0.90068316,1.0320573,-1.3412726,-1.312977,2.0,
-1.1430187,-0.12495735,-1.3412726,-1.312977,2.0,
-1.3853549,0.33784863,-1.3981383,-1.312977,2.0,
-1.5065227,0.10644536,-1.2844069,-1.312977,2.0,
-1.021851,1.26346,-1.3412726,-1.312977,2.0,
-0.53717923,1.9576693,-1.1706754,-1.0500311,2.0,
-1.5065227,0.8006546,-1.3412726,-1.1815039,2.0,
-1.021851,0.8006546,-1.2844069,-1.312977,2.0,
-1.7488583,-0.35636008,-1.3412726,-1.312977,2.0,
-1.1430187,0.10644536,-1.2844069,-1.4444498,2.0,
-0.53717923,1.4948633,-1.2844069,-1.312977,2.0,
-1.2641865,0.8006546,-1.2275412,-1.312977,2.0,
-1.2641865,-0.12495735,-1.3412726,-1.4444498,2.0,
-1.8700261,-0.12495735,-1.5118698,-1.4444498,2.0,
-0.052507486,2.189072,-1.455004,-1.312977,2.0,
-0.17367585,3.1146839,-1.2844069,-1.0500311,2.0,
-0.53717923,1.9576693,-1.3981383,-1.0500311,2.0,
-0.90068316,1.0320573,-1.3412726,-1.1815039,2.0,
-0.17367585,1.726266,-1.1706754,-1.1815039,2.0,
-0.90068316,1.726266,-1.2844069,-1.1815039,2.0,
-0.53717923,0.8006546,-1.1706754,-1.312977,2.0,
-0.90068316,1.4948633,-1.2844069,-1.0500311,2.0,
-1.5065227,1.26346,-1.5687355,-1.312977,2.0,
-0.90068316,0.56925136,-1.1706754,-0.91855806,2.0,
-1.2641865,0.8006546,-1.056944,-1.312977,2.0,
-1.021851,-0.12495735,-1.2275412,-1.312977,2.0,
-1.021851,0.8006546,-1.2275412,-1.0500311,2.0,
-0.7795154,1.0320573,-1.2844069,-1.312977,2.0,
-0.7795154,0.8006546,-1.3412726,-1.312977,2.0,
-1.3853549,0.33784863,-1.2275412,-1.312977,2.0,
-1.2641865,0.10644536,-1.2275412,-1.312977,2.0,
-0.53717923,0.8006546,-1.2844069,-1.0500311,2.0,
-0.7795154,2.4204748,-1.2844069,-1.4444498,2.0,
-0.41601142,2.6518774,-1.3412726,-1.312977,2.0,
-1.1430187,0.10644536,-1.2844069,-1.4444498,2.0,
-1.021851,0.33784863,-1.455004,-1.312977,2.0,
-0.41601142,1.0320573,-1.3981383,-1.312977,2.0,
-1.1430187,0.10644536,-1.2844069,-1.4444498,2.0,
-1.7488583,-0.12495735,-1.3981383,-1.312977,2.0,
-0.90068316,0.8006546,-1.2844069,-1.312977,2.0,
-1.021851,1.0320573,-1.3981383,-1.1815039,2.0,
-1.6276904,-1.744778,-1.3981383,-1.1815039,2.0,
-1.7488583,0.33784863,-1.3981383,-1.312977,2.0,
-1.021851,1.0320573,-1.2275412,-0.78708506,2.0,
-0.90068316,1.726266,-1.056944,-1.0500311,2.0,
-1.2641865,-0.12495735,-1.3412726,-1.1815039,2.0,
-0.90068316,1.726266,-1.2275412,-1.312977,2.0,
-1.5065227,0.33784863,-1.3412726,-1.312977,2.0,
-0.658347,1.4948633,-1.2844069,-1.312977,2.0,
-1.021851,0.56925136,-1.3412726,-1.312977,2.0,
1.4015071,0.33784863,0.5352959,0.2646985,0.0,
0.6744998,0.33784863,0.42156458,0.39617148,0.0,
1.2803394,0.10644536,0.6490275,0.39617148,0.0,
-0.41601142,-1.744778,0.13723601,0.13322552,0.0,
0.79566765,-0.5877633,0.47843024,0.39617148,0.0,
-0.17367585,-0.5877633,0.42156458,0.13322552,0.0,
0.55333203,0.56925136,0.5352959,0.52764446,0.0,
-1.1430187,-1.5133747,-0.26082402,-0.26119328,0.0,
0.9168354,-0.35636008,0.47843024,0.13322552,0.0,
-0.7795154,-0.81916606,0.08037035,0.2646985,0.0,
-1.021851,-2.4389868,-0.14709257,-0.26119328,0.0,
0.068660304,-0.12495735,0.25096732,0.39617148,0.0,
0.1898281,-1.9761807,0.13723601,-0.26119328,0.0,
0.31099588,-0.35636008,0.5352959,0.2646985,0.0,
-0.29484364,-0.35636008,-0.0902269,0.13322552,0.0,
1.0380032,0.10644536,0.36469892,0.2646985,0.0,
-0.29484364,-0.12495735,0.42156458,0.39617148,0.0,
-0.052507486,-0.81916606,0.19410168,-0.26119328,0.0,
0.4321637,-1.9761807,0.42156458,0.39617148,0.0,
-0.29484364,-1.281972,0.08037035,-0.1297203,0.0,
0.068660304,0.33784863,0.59216183,0.7905903,0.0,
0.31099588,-0.5877633,0.13723601,0.13322552,0.0,
0.55333203,-1.281972,0.6490275,0.39617148,0.0,
0.31099588,-0.5877633,0.5352959,0.0017526889,0.0,
0.6744998,-0.35636008,0.30783325,0.13322552,0.0,
0.9168354,-0.12495735,0.36469892,0.2646985,0.0,
1.1591716,-0.5877633,0.59216183,0.2646985,0.0,
1.0380032,-0.12495735,0.70589316,0.65911746,0.0,
0.1898281,-0.35636008,0.42156458,0.39617148,0.0,
-0.17367585,-1.0505693,-0.14709257,-0.26119328,0.0,
-0.41601142,-1.5133747,0.023504555,-0.1297203,0.0,
-0.41601142,-1.5133747,-0.033361107,-0.26119328,0.0,
-0.052507486,-0.81916606,0.08037035,0.0017526889,0.0,
0.1898281,-0.81916606,0.76275885,0.52764446,0.0,
-0.53717923,-0.12495735,0.42156458,0.39617148,0.0,
0.1898281,0.8006546,0.42156458,0.52764446,0.0,
1.0380032,0.10644536,0.5352959,0.39617148,0.0,
0.55333203,-1.744778,0.36469892,0.13322552,0.0,
-0.29484364,-0.12495735,0.19410168,0.13322552,0.0,
-0.41601142,-1.281972,0.13723601,0.13322552,0.0,
-0.41601142,-1.0505693,0.36469892,0.0017526889,0.0,
0.31099588,-0.12495735,0.47843024,0.2646985,0.0,
-0.052507486,-1.0505693,0.13723601,0.0017526889,0.0,
-1.021851,-1.744778,-0.26082402,-0.26119328,0.0,
-0.29484364,-0.81916606,0.25096732,0.13322552,0.0,
-0.17367585,-0.12495735,0.25096732,0.0017526889,0.0,
-0.17367585,-0.35636008,0.25096732,0.13322552,0.0,
0.4321637,-0.35636008,0.30783325,0.13322552,0.0,
-0.90068316,-1.281972,-0.43142113,-0.1297203,0.0,
-0.17367585,-0.5877633,0.19410168,0.13322552,0.0,
0.55333203,0.56925136,1.2745503,1.710901,1.0,
-0.052507486,-0.81916606,0.76275885,0.92206323,1.0,
1.5226749,-0.12495735,1.2176846,1.1850091,1.0,
0.55333203,-0.35636008,1.0470874,0.7905903,1.0,
0.79566765,-0.12495735,1.160819,1.3164822,1.0,
2.1285145,-0.12495735,1.6157446,1.1850091,1.0,
-1.1430187,-1.281972,0.42156458,0.65911746,1.0,
1.7650111,-0.35636008,1.4451476,0.7905903,1.0,
1.0380032,-1.281972,1.160819,0.7905903,1.0,
1.6438427,1.26346,1.331416,1.710901,1.0,
0.79566765,0.33784863,0.76275885,1.0535363,1.0,
0.6744998,-0.81916606,0.8764904,0.92206323,1.0,
1.1591716,-0.12495735,0.99022174,1.1850091,1.0,
-0.17367585,-1.281972,0.70589316,1.0535363,1.0,
-0.052507486,-0.5877633,0.76275885,1.5794282,1.0,
0.6744998,0.33784863,0.8764904,1.447955,1.0,
0.79566765,-0.12495735,0.99022174,0.7905903,1.0,
2.2496822,1.726266,1.6726102,1.3164822,1.0,
2.2496822,-1.0505693,1.7863418,1.447955,1.0,
0.1898281,-1.9761807,0.70589316,0.39617148,1.0,
1.2803394,0.33784863,1.1039531,1.447955,1.0,
-0.29484364,-0.5877633,0.6490275,1.0535363,1.0,
2.2496822,-0.5877633,1.6726102,1.0535363,1.0,
0.55333203,-0.81916606,0.6490275,0.7905903,1.0,
1.0380032,0.56925136,1.1039531,1.1850091,1.0,
1.6438427,0.33784863,1.2745503,0.7905903,1.0,
0.4321637,-0.5877633,0.59216183,0.7905903,1.0,
0.31099588,-0.12495735,0.6490275,0.7905903,1.0,
0.6744998,-0.5877633,1.0470874,1.1850091,1.0,
1.6438427,-0.12495735,1.160819,0.52764446,1.0,
1.8861789,-0.5877633,1.331416,0.92206323,1.0,
2.4920185,1.726266,1.5020132,1.0535363,1.0,
0.6744998,-0.5877633,1.0470874,1.3164822,1.0,
0.55333203,-0.5877633,0.76275885,0.39617148,1.0,
0.31099588,-1.0505693,1.0470874,0.2646985,1.0,
2.2496822,-0.12495735,1.331416,1.447955,1.0,
0.55333203,0.8006546,1.0470874,1.5794282,1.0,
0.6744998,0.10644536,0.99022174,0.7905903,1.0,
0.1898281,-0.12495735,0.59216183,0.7905903,1.0,
1.2803394,0.10644536,0.9333561,1.1850091,1.0,
1.0380032,0.10644536,1.0470874,1.5794282,1.0,
1.2803394,0.10644536,0.76275885,1.447955,1.0,
-0.052507486,-0.81916606,0.76275885,0.92206323,1.0,
1.1591716,0.33784863,1.2176846,1.447955,1.0,
1.0380032,0.56925136,1.1039531,1.710901,1.0,
1.0380032,-0.12495735,0.8196245,1.447955,1.0,
0.55333203,-1.281972,0.70589316,0.92206323,1.0,
0.79566765,-0.12495735,0.8196245,1.0535363,1.0,
