0.04279585,5.0,-1.0627233,13.0,1.1289651,6.0,11.0,2.0,2.0,0.0,0.14610423,-0.21856172,-0.07774185,24.0,0.0,
0.8802889,6.0,-1.0078728,13.0,1.1289651,4.0,4.0,1.0,2.0,0.0,-0.14745693,-0.21856172,-2.3317668,24.0,0.0,
-0.033339877,3.0,0.24469467,14.0,-0.4397562,0.0,2.0,2.0,2.0,0.0,-0.14745693,-0.21856172,-0.07774185,24.0,0.0,
1.1086961,3.0,0.42524195,3.0,-1.2241169,4.0,2.0,1.0,3.0,0.0,-0.14745693,-0.21856172,-0.07774185,24.0,0.0,
-0.79469717,3.0,1.406662,13.0,1.1289651,4.0,8.0,3.0,3.0,1.0,-0.14745693,-0.21856172,-0.07774185,28.0,0.0,
-0.109475605,3.0,0.89718264,0.0,1.5211455,4.0,4.0,3.0,2.0,1.0,-0.14745693,-0.21856172,-0.07774185,24.0,0.0,
0.80415314,3.0,-0.28023177,7.0,-2.0084774,1.0,12.0,2.0,3.0,1.0,-0.14745693,-0.21856172,-2.0813196,38.0,0.0,
1.0325603,6.0,0.18786605,14.0,-0.4397562,4.0,4.0,1.0,2.0,0.0,-0.14745693,-0.21856172,0.33967018,24.0,1.0,
-0.56629,3.0,-1.363099,0.0,1.5211455,6.0,8.0,2.0,2.0,1.0,1.7543441,-0.21856172,0.7570822,24.0,1.0,
0.27120304,3.0,-0.28721705,13.0,1.1289651,4.0,4.0,1.0,2.0,0.0,0.55174255,-0.21856172,-0.07774185,24.0,1.0,
-0.109475605,3.0,0.85820526,8.0,-0.04757586,4.0,4.0,1.0,3.0,0.0,-0.14745693,-0.21856172,3.2615545,24.0,1.0,
-0.6424257,5.0,-0.459028,13.0,1.1289651,4.0,8.0,1.0,1.0,0.0,-0.14745693,-0.21856172,-0.07774185,26.0,1.0,
-1.1753758,3.0,-0.63910204,13.0,1.1289651,6.0,11.0,0.0,2.0,1.0,-0.14745693,-0.21856172,-0.9125659,24.0,0.0,
-0.49015427,3.0,0.14410877,12.0,0.7367848,6.0,7.0,2.0,3.0,0.0,-0.14745693,-0.21856172,0.7570822,24.0,0.0,
