-0.41978186,0.28483066,-1.2879118,-0.27259958,-0.14422174,0.41367,-0.12001418,0.14021361,-0.98284185,-0.6666079,-1.4590234,0.44104618,-1.0755622,0.15968567,
-0.41733918,-0.48772368,-0.5933835,-0.27259958,-0.74026626,0.19427282,0.36716568,0.5571598,-0.8678816,-0.98732907,-0.3031176,0.44104618,-0.49243933,-0.10152427,
-0.4173415,-0.48772368,-0.5933835,-0.27259958,-0.74026626,1.282712,-0.26581243,0.5571598,-0.8678816,-0.98732907,-0.3031176,0.39642116,-1.2087274,1.3242469,
-0.4167503,-0.48772368,-1.3068799,-0.27259958,-0.835288,1.0163012,-0.809889,1.0777364,-0.7529214,-1.1061147,0.11300933,0.41615722,-1.3615167,1.1827583,
-0.41248176,-0.48772368,-1.3068799,-0.27259958,-0.835288,1.2285749,-0.5111802,1.0777364,-0.7529214,-1.1061147,0.11300933,0.44104618,-1.0265014,1.4875032,
-0.4170436,-0.48772368,-1.3068799,-0.27259958,-0.835288,0.2070945,-0.3511577,1.0777364,-0.7529214,-1.1061147,0.11300933,0.4105653,-1.0433222,0.671222,
-0.41024274,0.048772387,-0.47665608,-0.27259958,-0.26515836,-0.3884125,-0.070229344,0.83924377,-0.5230009,-0.57751876,-1.5052598,0.42679265,-0.031267647,0.03996439,
-0.40369558,0.048772387,-0.47665608,-0.27259958,-0.26515836,-0.16046731,0.9788072,1.0246376,-0.5230009,-0.57751876,-1.5052598,0.44104618,0.91069996,0.49708194,
-0.39593464,0.048772387,-0.47665608,-0.27259958,-0.26515836,-0.93120754,1.1174935,1.0871961,-0.5230009,-0.57751876,-1.5052598,0.3284423,2.421773,-0.6565955,
-0.40072924,0.048772387,-0.47665608,-0.27259958,-0.26515836,-0.39980963,0.61608964,1.3296344,-0.5230009,-0.57751876,-1.5052598,0.32931933,0.6233438,-0.3953856,
-0.39434615,0.048772387,-0.47665608,-0.27259958,-0.26515836,0.13158762,0.9147984,1.212979,-0.5230009,-0.57751876,-1.5052598,0.39302224,1.092926,-0.81985176,
-0.40684697,0.048772387,-0.47665608,-0.27259958,-0.26515836,-0.39268684,0.50940794,1.1559345,-0.5230009,-0.57751876,-1.5052598,0.44104618,0.08647834,-0.3953856,
-0.40960383,0.048772387,-0.47665608,-0.27259958,-0.26515836,-0.5636457,-1.0517008,0.7871433,-0.5230009,-0.57751876,-1.5052598,0.37087435,0.42850226,-0.09064048,
-0.34723014,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-0.47816628,-0.24092,0.4337539,-0.63796115,-0.60127586,1.1764426,0.44104618,-0.6157923,-0.23212935,
-0.34627587,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-0.268741,0.56630474,0.3170034,-0.63796115,-0.60127586,1.1764426,0.2559677,-0.33544472,-0.4715717,
-0.34750593,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-0.6420017,-0.42939097,0.33444932,-0.63796115,-0.60127586,1.1764426,0.42701182,-0.58635575,-0.28654808,
-0.2978681,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-0.49811143,-1.3966383,0.33444932,-0.63796115,-0.60127586,1.1764426,0.33085448,-0.8512842,0.06173197,
-0.32925746,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-0.41975543,0.4667351,0.2200281,-0.63796115,-0.60127586,1.1764426,0.329758,0.28272155,-0.54775804,
-0.32710338,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-1.180523,-1.1370462,6.927146E-4,-0.63796115,-0.60127586,1.1764426,-0.74211806,-0.13499632,-0.2538967,
-0.33605364,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-0.79444003,0.03289634,6.927146E-4,-0.63796115,-0.60127586,1.1764426,0.37580845,-0.19246756,-0.4715717,
-0.2748425,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-1.0181116,1.0499283,0.0013582283,-0.63796115,-0.60127586,1.1764426,0.21814087,1.172825,-0.97222424,
-0.32136267,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-0.45537135,0.7334393,0.10327737,-0.63796115,-0.60127586,1.1764426,0.39313197,0.16497557,-0.31919926,
-0.27709082,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-0.20320669,0.8223407,0.08644935,-0.63796115,-0.60127586,1.1764426,0.44104618,0.8504252,-0.79808426,
-0.30549055,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-0.6719194,1.1174935,0.14268549,-0.63796115,-0.60127586,1.1764426,0.41517046,1.0130267,-0.8742705,
-0.33320716,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-0.51378286,0.9076861,0.2873878,-0.63796115,-0.60127586,1.1764426,0.4128677,0.51120466,-0.7545492,
-0.322701,-0.48772368,-0.43726048,-0.27259958,-0.14422174,-0.9767967,0.6089773,0.313533,-0.63796115,-0.60127586,1.1764426,-0.5839021,0.5406413,-0.93957305,
